	Year	Country	Latitude	Longitude	Focal Depth (km)	Mag	MMI Int	Deaths	Damage Description	Houses Destroyed Description	Death Description
1080	1934	110	41.7	-112.8	25.666666666666664	6.6	8.0	2	2	2	1
1081	1934	98	24.8	121.5	21.0	6.5	8.5	3	1	1	1
1082	1934	105	37.919	40.211	16.333333333333332	6.4	9.0	100	3	1	2
1083	1934	105	37.919	40.211	11.666666666666664	6.3	9.5	20	2	2	1
1084	1935	105	40.5	27.5	7.0	6.2	10.0	5	2	2	1
1085	1935	49	35.982	52.953	15.0	6.0	7.0	60	2	3	2
1086	1935	49	36.586	53.65	15.0	6.4	9.0	690	3	3	3
1087	1935	98	24.3	120.8	21.0	6.0	8.0	3276	4	4	4
1088	1935	21	29.4	102.3	27.0	6.0	8.0	2	1	1	1
1089	1935	78	29.5	66.8	33.0	7.5	10.0	60000	4	4	4
1090	1935	54	35.0	138.0	10.0	6.3	9.333333333333334	9	1	4	1
1091	1935	98	24.6	120.8	30.0	6.5	8.666666666666666	2746	4	4	4
1092	1935	22	1.11	-77.34	10.0	6.1	8.0	8	2	3	1
1093	1935	110	46.6	-112.0	11.666666666666666	6.2	8.0	2	3	3	1
1094	1935	110	46.6	-112.0	13.333333333333334	6.0	8.0	2	3	3	1
1095	1935	115	21.185	103.77	15.0	6.8	9.0	51	2	3	1
1096	1935	21	28.7	103.6	12.5	6.0	8.0	100	2	3	2
1097	1936	22	1.1	-77.6	10.0	5.6	7.0	250	2	1	3
1098	1936	21	35.4	103.4	11.25	6.8	9.0	190	3	4	3
1099	1936	21	22.5	109.4	12.5	6.8	9.0	131	4	4	4
1100	1936	21	28.6	103.6	13.75	6.8	9.0	71	2	3	3
1101	1936	49	33.734	60.405	15.0	6.1	7.0	12	2	3	1
1102	1936	93	35.2	127.6	37.5	5.0	7.333333333333333	9	3	3	1
1103	1936	20	-24.5	-70.0	60.0	7.3	7.666666666666667	1	2	3	1
1104	1936	21	34.2	105.7	60.0	6.0	8.0	115	3	4	3
1105	1936	21	26.6	103.0	60.0	5.5	7.0	30	2	3	1
1106	1936	98	22.3	120.8	60.0	7.2	7.5	10	1	1	1
1107	1936	48	6.1	94.7	60.0	7.3	8.0	9	2	1	1
1108	1936	48	3.5	97.5	60.0	6.4	8.0	17	2	1	1
1109	1936	21	39.5	74.2	60.0	5.5	8.0	10	1	2	2
1110	1936	54	34.4	139.2	60.0	5.35	8.0	3	1	2	1
1111	1937	2	36.4	7.5	60.0	5.2	8.0	18	1	3	1
1112	1937	66	18.8	-97.5	60.0	7.7	8.5	34	2	3	1
1113	1937	21	35.4	115.1	60.0	7.0	9.0	390	4	4	3
1114	1937	82	14.5	121.5	60.0	7.5	8.0	1	3	3	1
1115	1937	21	37.8	112.5	65.0	5.0	7.0	1	2	3	2
1116	1937	48	-9.4	110.2	70.0	7.2	9.0	1	3	3	1
1117	1937	81	-10.5	-76.5	10.0	6.2	10.0	15	2	3	1
1118	1938	22	4.68	-75.69	150.0	7.0	8.0	6	3	3	1
1119	1938	105	39.4	33.8	33.0	6.7	10.0	224	3	2	3
1120	1938	21	21.7	99.5	31.5	6.0	8.0	112	1	1	2
1121	1938	54	37.1	141.7	30.0	7.7	9.0	1	1	1	1
1122	1939	20	-36.25	-72.25	60.0	8.3	10.0	30000	4	4	4
1123	1939	80	-7.08	155.386	35.0	7.7	9.666666666666666	5	2	3	1
1124	1939	54	40.1	139.5	24.0	7.0	9.333333333333334	27	2	3	1
1125	1939	39	5.18	-0.13	13.0	6.4	9.0	22	3	4	1
1126	1939	81	-12.5	-72.0	29.75	5.95	8.0	37	1	2	1
1127	1939	21	24.4	102.5	46.5	5.5	7.0	2	1	1	1
1128	1939	105	39.1	26.8	63.25	6.5	9.0	41	2	2	1
1129	1939	105	39.7	40.4	80.0	5.9	7.0	13	2	3	1
1130	1939	105	39.77	39.533	35.0	7.7	12.0	32700	3	4	4
1131	1940	21	42.7	121.3	31.0	6.0	10.5	16368	2	3	2
1132	1940	105	38.4	35.5	27.0	6.0	9.0	37	2	3	1
1133	1940	21	23.9	102.3	23.0	6.0	8.0	181	3	4	3
1134	1940	105	41.7	43.8	19.0	6.0	9.0	16	2	3	1
1135	1940	110	32.733	-115.5	16.0	7.2	10.0	9	4	3	1
1136	1940	81	-10.5	-77.0	60.0	8.2	10.0	179	3	3	3
1137	1940	21	24.4	102.5	105.0	5.5	7.0	2	2	3	1
1138	1940	85	45.8	26.8	150.0	7.3	10.0	1000	3	2	3
1139	1941	80	-4.175	152.071	15.0	7.4	9.0	4	2	1	1
1140	1941	49	33.527	58.776	15.0	6.3	8.0	730	3	2	3
1141	1941	21	47.0	127.2	16.666666666666668	6.0	8.0	132	3	4	3
1142	1941	21	23.6	99.4	18.333333333333332	7.0	9.0	93	2	3	1
1143	1941	47	11.94	92.626	20.0	8.0	8.5	54	4	4	1
1144	1941	21	31.7	102.3	21.666666666666668	6.0	8.0	15	1	2	1
1145	1941	24	8.7	-83.2	23.333333333333332	7.6	4.0	6	2	3	1
1146	1941	98	23.3	120.3	25.0	7.1	6.0	319	2	4	3
1147	1941	21	22.7	99.9	26.666666666666668	7.0	8.0	204	1	2	2
1148	1942	21	23.1	100.3	28.333333333333336	6.8	8.0	90	4	4	2
1149	1942	31	-0.75	-81.5	30.0	7.9	9.0	200	2	3	3
1150	1942	21	43.0	122.0	45.0	6.0	8.0	115	2	2	2
1151	1942	81	-15.0	-76.0	60.0	8.2	9.0	30	3	3	1
1152	1942	1	41.7	20.4	33.0	6.0	10.0	43	3	3	1
1153	1942	105	39.2	28.2	36.857142857142854	6.1	8.0	16	2	3	1
1154	1942	105	40.3	34.6	40.714285714285715	6.5	8.0	17	2	3	1
1155	1942	105	40.6	35.0	44.57142857142857	6.8999999999999995	8.0	4	3	3	1
1156	1942	105	40.9	36.5	48.42857142857143	7.3	10.0	1000	4	3	3
1157	1943	15	44.3	17.0	52.285714285714285	6.15	9.0	19	1	3	1
1158	1943	81	-14.2	-71.5	56.14285714285714	5.0	8.0	75	1	3	2
1159	1943	66	16.7	-101.5	60.0	7.5	7.0	11	3	3	1
1160	1943	21	39.3	73.3	47.5	6.5	8.0	11	2	3	3
1161	1943	20	-30.75	-72.0	35.0	8.2	9.0	11	1	1	1
1162	1943	105	40.6	30.5	15.0	6.2	10.0	285	3	1	3
1163	1943	21	30.6	104.1	52.5	5.0	6.0	249	1	1	1
1164	1943	48	-9.5	110.0	90.0	8.1	8.0	213	3	2	3
1165	1943	54	35.3	133.9	10.0	7.4	9.5	1400	4	4	4
1166	1943	105	41.0	33.7	33.0	7.6	11.0	4020	4	4	4
1167	1943	105	40.0	40.0	41.5	7.699999999999999	10.666666666666666	550	3	3	3
1168	1944	4	-31.5	-68.5	50.0	7.8	10.333333333333334	8000	4	3	4
1169	1944	105	41.4	32.7	33.0	7.4	10.0	2381	3	2	4
1170	1944	21	44.0	84.0	20.0	7.2	9.0	3	1	2	1
1171	1944	49	36.8	54.5	7.0	5.2	8.0	20	2	3	1
1172	1944	105	39.4	26.7	18.5	6.8	9.0	30	4	4	1
1173	1944	54	34.0	137.1	30.0	8.1	9.0	1223	3	4	4
1174	1945	54	34.7	137.2	27.5	7.1	9.0	2306	4	4	4
1175	1945	107	0.0	32.0	25.0	6.0	9.0	5	2	3	1
1176	1945	49	35.2	52.1	22.5	6.1	8.0	20	3	3	1
1177	1945	105	38.5	43.3	20.0	6.2	7.0	300	3	2	3
1178	1945	21	39.5	119.0	17.5	6.3	8.0	17	1	2	1
1179	1945	78	24.5	63.0	15.0	8.0	10.0	4000	4	1	4
1180	1945	105	38.0	28.9	26.25	7.2	8.0	7	2	1	1
1181	1946	49	32.5	59.1	37.5	6.3999999999999995	8.0	3	3	1	1
1182	1946	2	35.75	5.0	48.75	5.6	9.0	264	3	1	3
1183	1946	20	-26.5	-70.5	60.0	7.9	9.5	2	3	1	1
1184	1946	30	19.25	-69.0	15.0	7.9	10.0	201	1	1	1
1185	1946	106	39.3	55.4	26.0	7.5	10.5	400	3	1	3
1186	1946	81	-8.5	-77.5	12.0	7.3	11.0	800	3	2	3
1187	1946	98	23.1	120.3	16.0	6.8	9.0	58	2	3	2
1188	1946	54	33.0	135.6	20.0	8.1	8.0	1362	4	4	4
1189	1947	21	25.0	102.0	16.666666666666668	5.5	7.0	1	2	3	1
1190	1947	21	26.7	102.9	13.333333333333332	5.5	7.0	3	1	2	1
1191	1947	22	1.3	-77.23	10.0	6.0	8.0	2	2	3	1
1192	1947	2	37.0	8.0	12.5	5.3	9.0	3	2	3	1
1193	1947	49	33.604	58.642	15.0	6.9	8.0	500	3	3	3
1194	1947	40	37.0	22.0	28.0	6.9	9.0	3	4	4	1
1195	1947	81	-10.5	-75.0	100.0	7.3	10.0	233	3	3	3
1196	1948	82	10.5	122.0	33.0	8.3	9.0	72	2	3	2
1197	1948	40	38.532	20.425	15.0	6.5	10.0	2	3	3	1
1198	1948	81	-17.4	-71.0	60.0	7.1	10.0	1	2	3	1
1199	1948	21	29.5	100.5	18.0	7.3	10.0	800	3	3	3
1200	1948	81	-13.1	-76.2	55.0	6.8	7.0	4	2	3	1
1201	1948	21	26.4	99.7	37.5	6.8	8.0	110	2	3	3
1202	1948	54	36.5	136.0	20.0	7.3	9.5	5131	4	4	4
1203	1948	40	38.5	20.5	33.0	6.4	11.0	6	2	4	1
1204	1948	106	38.084	58.364	18.0	7.2	10.0	110000	4	4	4
1205	1948	21	27.4	104.0	28.4	5.8	8.0	3	2	3	1
1206	1948	66	22.0	-106.0	38.8	6.9	8.5	4	3	3	1
1207	1949	21	42.0	84.0	49.2	7.3	9.0	21	3	4	1
1208	1949	110	47.167	-122.617	59.6	7.0	8.0	8	4	4	1
1209	1949	20	-38.0	-73.5	70.0	7.3	9.0	57	2	4	2
1210	1949	99	39.2	70.8	16.0	7.4	10.0	3500	4	4	4
1211	1949	40	38.718	26.482	15.0	6.5	9.0	7	3	3	1
1212	1949	31	-1.5	-78.2	60.0	6.8	9.5	6000	3	2	4
1213	1949	105	39.0	40.5	51.0	6.8	10.0	320	3	2	3
1214	1949	21	30.3	102.5	42.0	5.5	9.5	160	1	2	2
1215	1949	20	-54.0	-71.0	33.0	7.8	9.0	1	1	2	1
1216	1949	20	-54.0	-71.0	33.0	7.8	8.5	3	1	2	1
1217	1949	82	17.0	121.63	24.0	7.2	8.0	16	2	2	1
1218	1950	49	27.255	53.029	15.0	5.7	7.0	30	3	1	1
1219	1950	105	40.0	40.0	15.0	5.85	7.0	20	1	1	1
1220	1950	81	-13.5	-72.0	15.0	6.0	7.0	83	3	1	2
1221	1950	48	-6.0	113.0	15.0	6.5	7.0	16	1	1	1
1222	1950	22	7.79	-72.61	15.0	6.1	9.0	300	3	3	3
1223	1950	114	9.71	-69.819	15.0	6.4	10.0	100	1	1	2
1224	1950	47	28.5	96.5	33.0	8.6	11.0	1530	3	1	4
1225	1950	81	-14.25	-75.75	80.0	7.0	10.5	4	2	2	1
1226	1951	33	13.0	-87.8	100.0	6.5	10.0	1100	3	2	4
1227	1951	66	16.1	-96.8	50.0	6.2	9.5	1	2	3	1
1228	1951	105	40.8	33.4	35.5	6.7	9.0	50	3	3	1
1229	1951	98	23.8	121.7	21.0	7.3	8.666666666666666	68	3	4	2
1230	1951	98	22.9	121.5	29.0	7.5	8.333333333333334	17	2	3	1
1231	1952	105	39.9	41.7	37.0	6.0	8.0	103	2	3	3
1232	1952	54	42.15	143.85	45.0	8.1	9.0	33	3	3	1
1233	1952	105	39.8	39.5	30.5	7.9	7.0	94	3	3	2
1234	1952	110	35.0	-119.017	16.0	7.7	11.0	12	4	3	1
1235	1952	21	30.5	91.5	60.0	6.75	10.0	54	2	3	2
1236	1952	110	35.333	-118.917	16.0	5.8	8.0	2	3	2	1
1237	1952	105	36.5	35.5	15.5	5.0	7.0	20	3	2	1
1238	1953	49	27.761	54.751	15.0	5.5	7.0	13	2	2	1
1239	1953	44	18.4	-73.4	30.0	5.7	8.0	2	2	2	1
1240	1953	105	40.0	27.5	45.0	7.5	9.0	1070	2	3	4
1241	1953	20	-36.5	-72.5	60.0	7.6	10.0	9	4	3	1
1242	1953	105	41.4	26.3	53.25	7.4	10.0	37	2	3	1
1243	1953	40	38.3	20.8	46.5	7.2	10.0	476	4	4	3
1244	1953	27	35.0	32.5	39.75	6.5	10.0	40	2	3	1
1245	1953	35	-18.3	178.2	33.0	6.4	9.75	2	2	2	1
1246	1953	54	34.0	141.7	60.0	7.4	9.5	1	1	2	1
1247	1953	20	-22.1	-68.7	128.0	7.4	9.25	3	3	2	1
1248	1953	81	-3.4	-80.6	30.0	7.4	9.0	6	2	3	1
1249	1954	66	17.3	-92.6	100.0	6.2	9.5	6	3	3	1
1250	1954	40	39.3	22.2	99.33333333333333	7.0	10.0	31	2	3	1
1251	1954	82	13.0	123.9	98.66666666666667	6.8	9.0	13	2	3	1
1252	1954	49	27.5	52.0	98.0	5.0	10.0	1	3	3	1
1253	1954	2	36.283	1.467	97.33333333333333	6.7	11.0	1243	3	4	4
1254	1955	78	30.5	67.0	96.66666666666667	7.15	9.5	12	2	3	1
1255	1955	82	8.1	123.2	96.0	7.6	8.0	400	2	3	3
1256	1955	21	30.0	101.8	64.5	7.5	9.0	39	2	3	1
1257	1955	40	39.4	23.1	33.0	6.2	10.0	8	4	3	1
1258	1955	40	39.5	23.0	28.4	6.0	10.0	7	3	3	1
1259	1955	105	37.5	27.0	23.8	6.8	9.0	4	3	3	1
1260	1955	24	10.0	-84.5	19.200000000000003	5.8	9.0	10	2	3	1
1261	1955	32	32.2	29.6	14.600000000000001	6.3	9.0	22	3	3	1
1262	1955	21	26.6	101.8	10.0	6.8	9.0	11	3	4	1
1263	1955	81	-16.2	-71.3	11.428571428571429	6.949999999999999	7.0	1	2	3	1
1264	1956	20	-19.0	-70.0	12.857142857142858	7.1	5.0	1	1	3	1
1265	1956	46	47.5	19.3	14.285714285714285	5.8	6.5	2	3	3	1
1266	1956	105	40.0	30.5	15.714285714285715	5.8	8.0	4	2	3	1
1267	1956	59	35.5	35.5	17.142857142857142	5.8	8.333333333333334	148	3	3	3
1268	1956	94	37.0	-4.0	18.57142857142857	6.8	8.666666666666666	7	3	3	1
1269	1956	40	36.9	26.0	20.0	7.8	9.0	53	3	3	2
1270	1956	72	22.2	95.7	39.0	7.0	9.0	38	2	3	1
1271	1956	47	23.278	70.107	15.0	6.0	9.0	156	3	3	3
1272	1956	49	27.407	54.462	15.0	6.4	8.0	410	2	3	3
1273	1957	104	36.2	8.9	42.0	5.6	8.666666666666666	13	2	3	1
1274	1957	98	23.9	121.6	69.0	7.2	9.333333333333334	11	2	3	1
1275	1957	40	39.4	22.8	59.666666666666664	7.0	10.0	2	2	3	1
1276	1957	49	33.4	52.5	50.33333333333333	7.05	7.0	16	2	3	1
1277	1957	105	36.4	28.55	41.0	7.1	10.0	18	4	4	1
1278	1957	105	40.7	30.9	28.0	7.1	9.0	500	3	3	3
1279	1957	49	36.277	52.778	15.0	6.6	9.0	1100	3	3	4
1280	1957	66	16.5	-99.1	25.0	7.9	7.0	65	4	3	2
1281	1957	49	28.3	53.3	29.0	8.0	9.0	47	3	2	3
1282	1957	67	45.5	99.5	33.0	8.1	11.0	30	2	2	1
1283	1957	49	34.388	47.748	15.0	6.5	8.0	1200	3	2	4
1284	1958	81	-16.5	-72.0	60.0	7.3	9.0	28	2	2	1
1285	1958	49	36.5	53.0	60.0	7.449999999999999	9.0	69	2	2	3
1286	1958	22	1.5	-79.5	60.0	7.6	9.0	111	2	2	3
1287	1958	22	2.0	-79.0	37.5	6.9	8.0	121	3	3	1
1288	1958	49	34.29	47.867	15.0	6.7	7.0	132	3	4	3
1289	1958	81	-18.0	-65.0	36.25	6.75	6.666666666666667	4	4	3	1
1290	1958	20	-33.785	-70.112	57.5	6.8	6.333333333333333	7	3	3	1
1291	1958	49	36.0	49.0	78.75	5.2	6.0	16	3	2	1
1292	1958	48	-9.5	112.5	100.0	6.7	8.0	8	2	2	1
1293	1959	98	24.78	122.7	150.0	7.5	9.0	2	1	2	1
1294	1959	86	52.5	159.5	60.0	8.2	10.0	1	2	2	1
1295	1959	14	-20.369	-68.0	112.0	7.5	10.0	1	1	2	1
1296	1959	98	22.18	121.13	60.0	7.0	10.0	16	3	3	1
1297	1959	110	44.712	-111.215	5.0	7.7	10.0	28	3	3	1
1298	1959	66	18.3	-94.4	8.0	6.9	10.0	25	3	3	1
1299	1959	1	40.9	19.8	11.0	6.1	10.0	2	3	3	1
1300	1959	105	39.1	41.6	48.25	6.2	9.0	18	2	3	1
1301	1959	21	38.75	75.317	85.5	6.4	8.0	12	1	3	1
1302	1959	81	-13.5	-74.0	122.75	7.1	7.0	7	2	3	1
1303	1960	81	-15.75	-72.75	160.0	7.8	10.0	63	3	3	2
1304	1960	81	-15.0	-75.0	150.0	7.0	10.0	63	1	3	2
1305	1960	2	36.0	4.1	33.0	5.6	10.0	47	2	3	1
1306	1960	70	30.45	-9.62	33.0	5.9	10.0	13100	4	3	4
1307	1960	49	27.814	54.497	15.0	5.9	7.0	420	3	3	3
1308	1960	20	-37.872	-73.243	35.0	8.2	9.5	1210	1	3	1
1309	1960	20	-38.143	-73.407	33.0	9.5	12.0	2000	4	4	4
1310	1960	40	40.0	20.0	27.0	6.5	11.428571428571429	8	2	3	1
1311	1960	31	-1.5	-79.0	21.0	6.55	10.857142857142858	11	1	3	1
1312	1960	23	-3.6	29.0	28.0	6.6	10.285714285714286	24	2	3	1
1313	1960	82	11.1	122.3	41.5	7.0	9.714285714285715	3	2	3	1
1314	1960	20	-38.5	-75.1	55.0	7.4	9.142857142857142	2	1	3	1
1315	1961	54	31.6	131.8	74.0	7.3	8.571428571428571	2	2	3	1
1316	1961	48	-8.2	122.0	74.0	6.5	8.0	2	2	3	1
1317	1961	52	38.0	15.3	53.5	6.5	8.5	15	2	3	1
1318	1961	34	10.4	39.9	33.0	6.5	9.0	30	2	3	1
1319	1961	49	27.861	54.528	15.0	6.4	8.0	60	3	3	2
1320	1961	49	33.5	49.4	21.0	6.85	8.0	5	2	2	1
1321	1961	54	36.0	136.7	27.0	7.3	8.0	10	2	2	1
1322	1961	49	33.6	48.1	33.0	6.9	8.0	2	2	1	1
1323	1961	20	-36.7	-73.0	15.0	6.5	8.0	12	1	1	1
1324	1961	22	4.49	-75.51	163.0	6.8	8.0	23	2	1	1
1325	1962	25	43.3	17.1	33.0	5.9	8.0	4	2	2	1
1326	1962	25	43.3	17.1	33.0	6.1	9.0	1	2	4	1
1327	1962	1	40.9	19.5	33.0	6.0	8.5	15	2	4	1
1328	1962	21	23.72	114.67	25.0	6.1	8.0	1	3	4	1
1329	1962	49	33.32	58.845	15.0	5.8	7.0	20	2	3	1
1330	1962	81	-10.0	-79.0	39.0	6.3	7.333333333333333	9	2	3	1
1331	1962	54	38.8	140.9	104.0	6.8	7.666666666666667	1	2	2	1
1332	1962	66	17.2	-99.6	40.0	7.0	8.0	4	2	2	1
1333	1962	66	17.2	-99.5	33.0	7.2	8.2	3	2	2	1
1334	1962	22	5.2	-76.4	69.0	6.8	8.4	47	3	2	1
1335	1962	52	41.4	15.5	34.0	6.1	8.6	16	2	3	1
1336	1962	40	37.8	22.9	100.0	6.8	8.8	1	2	3	1
1337	1962	49	35.63	49.87	27.0	7.2	9.0	12225	4	4	4
1338	1962	105	39.9	43.9	17.5	5.5	6.0	1	2	3	1
1339	1962	49	35.1	58.7	8.0	5.0	8.0	6	2	3	1
1340	1963	49	36.9	57.8	3.0	4.5	9.0	4	2	2	1
1341	1963	98	24.5	122.1	47.0	7.3	9.2	15	2	2	1
1342	1963	60	32.6	21.0	5.0	5.4	9.4	300	2	3	3
1343	1963	49	34.4	47.9	40.0	7.2	9.6	100	3	2	2
1344	1963	49	37.0	57.9	33.0	7.0	9.8	4	2	2	1
1345	1963	61	42.1	21.3	5.0	6.0	10.0	1070	4	4	4
1346	1963	49	28.2	55.7	46.0	5.2	10.0	5	2	2	1
1347	1963	21	39.8	74.2	35.5	6.5	10.0	1	1	1	1
1348	1963	47	33.9	74.8	25.0	5.3	10.0	80	2	1	2
1349	1963	105	40.75	29.0	19.0	6.1	10.0	1	2	1	1
1350	1963	81	-10.385	-78.022	75.0	7.0	10.0	1	2	2	1
1351	1964	48	-3.7	119.4	90.0	5.2	10.0	8	2	3	1
1352	1964	98	23.2	120.6	33.0	7.0	10.0	107	3	4	3
1353	1964	110	61.017	-147.648	33.0	9.2	10.0	15	4	3	1
1354	1964	25	45.3	18.1	32.0	6.0	8.0	3	3	3	1
1355	1964	100	-4.0	34.9	33.0	6.0	8.0	1	3	3	1
1356	1964	105	38.1	38.3	36.5	6.1	8.0	8	2	3	1
1357	1964	54	38.65	139.2	40.0	7.5	5.0	26	4	4	1
1358	1964	66	18.3	-100.4	100.0	7.4	7.5	78	3	4	2
1359	1964	105	40.3	28.2	15.0	7.0	10.0	19	2	4	1
1360	1965	2	35.7	4.4	10.0	5.5	10.0	4	2	4	1
1361	1965	48	-2.4	126.1	6.0	7.6	10.0	71	2	4	2
1362	1965	49	37.6	47.1	52.0	5.1	10.0	20	3	3	1
1363	1965	40	39.4	24.0	18.0	6.3	10.0	38	3	3	1
1364	1965	20	-32.4	-71.2	61.0	7.3	10.0	400	4	3	3
1365	1965	40	38.6	22.4	78.0	7.1	10.0	6	2	3	1
1366	1965	40	37.7	21.8	34.0	6.2	10.0	32	3	3	1
1367	1965	54	34.9	138.0	36.0	6.0	9.0	1	1	3	1
1368	1965	110	47.4	-122.3	59.0	6.6	8.0	7	4	3	1
1369	1965	33	13.5	-89.3	23.0	6.0	6.0	125	4	3	3
1370	1965	40	38.267	22.3	18.0	6.3	8.0	1	2	3	1
1371	1965	66	16.3	-95.8	28.0	7.8	8.0	6	1	3	1
1372	1966	40	39.2	22.0	38.0	6.3	8.0	1	2	3	1
1373	1966	105	39.1	41.6	38.0	6.0	8.0	10	3	3	1
1374	1966	21	37.35	114.92	8.0	7.4	9.0	8	4	4	3
1375	1966	98	24.1	122.6	48.0	8.0	9.333333333333334	7	2	2	1
1376	1966	107	0.6	30.2	36.0	7.0	9.666666666666666	140	2	3	3
1377	1966	21	37.5	115.1	15.0	7.6	10.0	75	4	4	3
1378	1966	112	41.2	69.1	19.0	6.949999999999999	9.0	10	4	4	1
1379	1966	73	29.554	80.854	23.0	6.3	8.0	80	2	4	2
1380	1966	105	38.9	41.3	64.0	4.6	8.333333333333334	12	3	3	1
1381	1966	47	28.7	78.9	53.0	5.6	8.666666666666666	15	1	3	1
1382	1966	105	39.2	41.6	24.0	6.8	9.0	2394	3	3	4
1383	1966	40	37.5	22.1	17.0	5.9	8.0	1	3	3	1
1384	1966	22	4.62	-73.98	15.0	5.3	7.0	6	2	3	1
1385	1966	81	-10.748	-78.638	38.0	8.1	9.0	110	4	3	3
1386	1966	40	39.2	21.2	20.0	5.7	8.5	1	3	3	1
1387	1966	20	-25.5	-70.7	47.0	7.8	8.0	3	1	3	1
1388	1967	22	2.85	-74.8	55.0	7.0	10.0	98	3	3	2
1389	1967	48	-9.2	113.1	80.0	6.8	9.0	54	3	4	2
1390	1967	48	-3.7	119.3	33.0	5.5	8.0	58	2	2	2
1391	1967	48	5.5	97.3	100.0	6.1	8.5	14	3	4	1
1392	1967	40	39.5	21.2	55.0	5.9	9.0	9	2	2	1
1393	1967	2	35.5	-0.1	13.0	5.0	9.5	10	1	1	1
1394	1967	105	40.7	30.8	4.0	7.3	10.0	86	2	1	2
1395	1967	105	39.5	40.4	8.0	6.2	9.0	97	3	1	2
1396	1967	22	6.747	-73.03	161.0	6.8	8.0	20	2	2	1
1397	1967	114	10.559	-67.33	25.0	6.6	8.0	300	4	2	3
1398	1967	36	43.2	-0.5	15.0	5.3	8.0	1	2	3	1
1399	1967	98	24.5	122.2	65.0	7.0	9.0	2	2	1	1
1400	1967	1	41.5	20.5	29.0	6.5	10.0	18	3	1	1
1401	1967	47	17.412	73.885	15.0	6.6	8.0	180	1	1	3
1402	1967	20	-21.7	-69.5	33.0	7.5	8.5	1	2	2	1
1403	1968	52	37.9	13.1	33.0	6.0	9.0	216	4	2	3
1404	1968	52	37.8	13.2	33.0	5.1	9.5	8	1	2	1
1405	1968	40	39.368	24.957	15.0	7.2	10.0	20	1	3	1
1406	1968	54	32.0	130.6	3.0	6.3	9.0	3	2	2	1
1407	1968	2	36.08	5.07	18.0	4.9	8.0	1	2	2	1
1408	1968	57	-0.6	34.4	33.0	4.6	7.5	1	1	2	1
1409	1968	54	32.3	132.5	30.0	7.5	7.0	1	2	2	1
1410	1968	49	39.2	44.3	34.0	5.3	7.0	38	2	2	1
1411	1968	54	40.8	143.2	7.0	8.2	6.0	52	3	3	2
1412	1968	75	-41.7	172.0	21.0	7.1	6.25	3	2	2	1
1413	1968	81	-5.6	-77.2	33.0	7.0	6.5	15	1	1	1
1414	1968	82	16.5	122.2	36.0	7.3	6.75	270	3	1	3
1415	1968	66	16.5	-97.8	36.0	7.5	7.0	18	2	2	1
1416	1968	49	34.0	59.0	13.0	7.3	10.0	10488	4	4	4
1417	1968	49	34.0	58.2	15.0	6.5	9.0	700	3	4	3
1418	1968	105	41.8	32.3	38.0	6.6	8.0	24	3	4	1
1419	1968	114	10.697	-62.748	103.0	6.5	9.0	3	2	3	1
1420	1968	105	39.2	40.1	14.0	5.1	8.75	2	3	3	1
1421	1968	66	15.5	-92.7	114.0	5.7	8.5	20	2	3	1
1422	1968	68	42.1	19.3	17.0	5.3	8.25	1	4	3	1
1423	1969	49	37.1	57.9	11.0	5.6	8.0	50	2	3	1
1424	1969	21	41.45	79.367	10.0	6.3	7.0	4	3	3	1
1425	1969	48	-3.1	118.9	13.0	7.4	8.0	64	3	4	2
1426	1969	84	36.017	-10.95	22.0	7.8	7.0	25	2	3	1
1427	1969	105	38.6	28.4	9.0	6.5	8.0	53	3	3	2
1428	1969	34	11.9	41.21	35.0	6.2	9.0	40	1	3	1
1429	1969	32	27.7	34.0	33.0	7.0	8.666666666666666	2	3	3	1
1430	1969	1	40.7	19.8	33.0	5.5	8.333333333333334	1	2	3	1
1431	1969	21	22.317	111.8	5.0	6.4	8.0	3000	4	4	4
1432	1969	92	-32.9	19.7	33.0	6.3	9.5	12	3	3	1
1433	1969	81	-11.7	-75.1	43.0	6.2	11.0	150	2	3	3
1434	1969	110	38.467	-122.692	10.0	4.8	8.0	1	3	3	1
1435	1969	15	44.9	17.3	33.0	6.0	8.0	14	4	3	1
1436	1969	15	44.9	17.2	33.0	6.4	9.0	9	3	3	1
1437	1970	21	24.1	102.5	31.0	7.8	10.0	10000	3	3	4
1438	1970	82	12.6	122.1	11.0	7.1	9.5	3	2	3	1
1439	1970	81	-9.9	-75.6	35.0	5.4	9.0	12	3	3	1
1440	1970	49	38.6	44.7	23.0	4.8	9.333333333333334	5	2	3	1
1441	1970	47	21.7	73.0	3.0	5.4	9.666666666666666	26	2	3	1
1442	1970	105	39.2	29.5	20.0	7.4	10.0	1086	4	4	4
1443	1970	82	15.78	121.71	40.0	7.3	6.0	15	2	3	1
1444	1970	86	43.0	47.1	44.0	6.5	8.0	33404	3	2	3
1445	1970	81	-9.2	-78.8	43.0	7.9	10.0	66794	4	3	4
1446	1970	105	38.8	36.7	27.0	4.9	9.0	1	2	3	1
1447	1970	49	37.8	55.9	16.0	6.7	8.0	220	3	4	3
1448	1970	81	-1.5	-72.6	651.0	7.1	8.0	1	2	3	1
1449	1970	80	-4.907	145.471	8.0	7.3	8.0	15	2	3	1
1450	1970	81	-4.0	-80.7	25.0	7.6	10.0	82	3	2	2
1451	1971	52	42.5	11.8	33.0	4.6	8.0	24	4	1	1
1452	1971	110	34.412	-118.4	8.0	6.5	11.0	65	4	1	2
